freq_Hz,Sdd11_re,Sdd11_im,Sdd21_re,Sdd21_im,Sdc11_re,Sdc11_im,Scc11_re,Scc11_im
3.042437500000000000e+10,3.369392243499961803e-01,-4.015372062558909827e-02,1.789226483121116040e-02,4.754662547725863053e-01,-2.297286783035263139e-02,-1.665420253154212271e-02,4.221283231916675982e-01,-2.435968497708516922e-01
3.067375000000000000e+10,3.309685097294164380e-01,-5.641535952270896465e-02,9.022728131452423250e-02,4.615424085908146901e-01,-2.308627982189108419e-02,-1.616122747317374000e-02,4.218174219459908669e-01,-2.509692697061052802e-01
3.092312500000000000e+10,3.208857231399315224e-01,-6.942044866485649890e-02,1.593223412287606278e-01,4.360067520996425694e-01,-2.341343963562971670e-02,-1.585140809054150224e-02,4.210273749411079236e-01,-2.587519526287153093e-01
3.117250000000000000e+10,3.081562626226056478e-01,-7.795818303389417947e-02,2.229693910359533404e-01,3.992843840830844759e-01,-2.395330064645202761e-02,-1.561434463323303594e-02,4.197545514151246882e-01,-2.667946815182954401e-01
3.142187500000000000e+10,2.946622227219043433e-01,-8.149141181652153065e-02,2.788850508700508324e-01,3.524012585337356063e-01,-2.466409264083221572e-02,-1.538100304677617915e-02,4.180515586856257682e-01,-2.750002224688302133e-01
3.167125000000000000e+10,2.823601831981240040e-01,-8.033222942658838073e-02,3.249696240817772086e-01,2.971000045483806473e-01,-2.549890804449977608e-02,-1.513512118594291002e-02,4.159869422007633766e-01,-2.833371865761840080e-01
3.192062500000000000e+10,2.728516078925087296e-01,-7.561729117534049527e-02,3.596541621750162232e-01,2.357946035428389320e-01,-2.644212281621024369e-02,-1.490005620699054630e-02,4.136074280354605226e-01,-2.918301202137999484e-01
3.217000000000000000e+10,2.670026903041108346e-01,-6.903714643477440460e-02,3.822108237465917657e-01,1.713083341469352205e-01,-2.752985449351046457e-02,-1.470393873440544764e-02,4.109140198046420389e-01,-3.005327601087939282e-01
3.241937500000000000e+10,2.647687332483722455e-01,-6.238125583576902694e-02,3.928768379126080790e-01,1.064465452147758118e-01,-2.884247584968959929e-02,-1.453811979937038971e-02,4.078576949683588304e-01,-3.094956242887365594e-01
3.266875000000000000e+10,2.653051363701697807e-01,-5.706070975165578041e-02,3.927114797266788027e-01,4.355810330225469429e-02,-3.047080033919188913e-02,-1.432923841050062243e-02,4.043527034849738189e-01,-3.187396903582715435e-01
3.291812500000000000e+10,2.673168157415209412e-01,-5.378807241438383901e-02,3.832341734097787223e-01,-1.574106904533385462e-02,-3.247110330756133173e-02,-1.393857282263580646e-02,4.002995222334213565e-01,-3.282435028693503898e-01
3.316750000000000000e+10,2.694966184471999648e-01,-5.251302394673577900e-02,3.659930916014552671e-01,-7.058834419768890422e-02,-3.482823452095942796e-02,-1.318852977574749667e-02,3.956081340539606694e-01,-3.379445983639487450e-01
3.341687500000000000e+10,2.708902794183061236e-01,-5.259394644540858060e-02,3.422272904061619547e-01,-1.206630653474443648e-01,-3.743988681361523629e-02,-1.190507127675894707e-02,3.902149159158777025e-01,-3.477513070889733382e-01
3.366625000000000000e+10,2.710875133062631837e-01,-5.310309227659879006e-02,3.127238323220035143e-01,-1.658519062487716356e-01,-4.012532714443392545e-02,-9.961676211381151336e-03,3.840903524967124172e-01,-3.575592985242977973e-01
3.391562500000000000e+10,2.704114347902621396e-01,-5.306704600131648825e-02,2.774025605366272074e-01,-2.061981381980014794e-01,-4.264872488307590304e-02,-7.274956175018772002e-03,3.771960195305217867e-01,-3.674180599224182164e-01
3.416500000000000000e+10,2.690907895586311382e-01,-5.204075491786852581e-02,2.372565675773077309e-01,-2.405890516930264678e-01,-4.477836733715268025e-02,-3.964944397227396569e-03,3.696161004493438984e-01,-3.770057963225385556e-01
3.441437500000000000e+10,2.678327325714442986e-01,-4.971599665196701351e-02,1.927278410516509721e-01,-2.681641235383777633e-01,-4.631752420014753624e-02,-1.640910473347549289e-04,3.613974471350356876e-01,-3.862638844866155829e-01
3.466375000000000000e+10,2.674505162346779708e-01,-4.610620743228985297e-02,1.444203013204600761e-01,-2.879806467844711060e-01,-4.713193176571174592e-02,3.951900245217514207e-03,3.525671474111539139e-01,-3.952353226797590269e-01
3.491312500000000000e+10,2.685267402014368532e-01,-4.157443329860947140e-02,9.376592289952616344e-02,-2.989442947401138029e-01,-4.716955891829453795e-02,8.153649955772425406e-03,3.431635296128860424e-01,-4.038977727329141620e-01
3.516250000000000000e+10,2.714647208808628198e-01,-3.664917409277127641e-02,4.275259172976445671e-02,-3.003710881756799789e-01,-4.645690662016093569e-02,1.221873129840706645e-02,3.332134975788149100e-01,-4.122409101053226554e-01
3.541187500000000000e+10,2.764907304980577796e-01,-3.196416410744497283e-02,-6.299445379950814605e-03,-2.922754769211242110e-01,-4.508244546515945833e-02,1.595361178797696441e-02,3.227305125859028512e-01,-4.202605214467513006e-01
3.566125000000000000e+10,2.836437097216045755e-01,-2.823918199133963400e-02,-5.109310057611811395e-02,-2.755061452145486922e-01,-4.318009716010405563e-02,1.920238874687381012e-02,3.117137293949244214e-01,-4.279535644149699003e-01
3.591062500000000000e+10,2.927230900570735317e-01,-2.625521333660662746e-02,-8.974045931262350506e-02,-2.516792138196206619e-01,-4.091991727195713746e-02,2.185031947460537929e-02,3.001472924680351761e-01,-4.353130801864567578e-01
3.616000000000000000e+10,3.032201770327112578e-01,-2.677256927720741628e-02,-1.210645361886441562e-01,-2.229226296793586914e-01,-3.850332746637435272e-02,2.383151782735651314e-02,2.880006246891732569e-01,-4.423217095308429325e-01
3.640937500000000000e+10,3.142949681537210438e-01,-3.038336005154916933e-02,-1.447286279048907442e-01,-1.915091526235411790e-01,-3.615378850365642827e-02,2.514300629217002675e-02,2.752315952319061010e-01,-4.489441086537758197e-01
3.665875000000000000e+10,3.248470336284707827e-01,-3.734494026960298585e-02,-1.611673227721151236e-01,-1.594915738399915739e-01,-3.409618976098762605e-02,2.585825030903858221e-02,2.617936709026883468e-01,-4.551203541505939865e-01
3.690812500000000000e+10,3.336782011245849611e-01,-4.746357063726427961e-02,-1.713647123494819735e-01,-1.284420267182473374e-01,-3.252671519727334121e-02,2.613035537430619115e-02,2.476461926562268379e-01,-4.607628391906571919e-01
3.715750000000000000e+10,3.396983159929637397e-01,-6.007397197957117102e-02,-1.765692330594547943e-01,-9.934395174365402703e-02,-3.158175860424319165e-02,2.617995931875738078e-02,2.327654145384990270e-01,-4.657579188286847249e-01
3.740687500000000000e+10,3.421142450286390746e-01,-7.411590750376452486e-02,-1.780320171195237389e-01,-7.262357185996685949e-02,-3.131468959786826850e-02,2.627028375576053940e-02,2.171538968505805078e-01,-4.699717875241172793e-01
3.765625000000000000e+10,3.405630659971751739e-01,-8.827749296057425810e-02,-1.768196832836158305e-01,-4.827056102841854185e-02,-3.168454514258401550e-02,2.667584997518621451e-02,2.008469125624696983e-01,-4.732590234032769683e-01
3.790562500000000000e+10,3.352058384828542903e-01,-1.012582471697870690e-01,-1.738754081087381109e-01,-2.607371938462292940e-02,-3.256401720421127355e-02,2.765924651005010823e-02,1.837170258292147862e-01,-4.755528524914987010e-01
3.815500000000000000e+10,3.266033661265893562e-01,-1.116407687378589003e-01,-1.694340365712160568e-01,-5.474567395589867783e-03,-3.372511205100237747e-02,2.941091795012605592e-02,1.661538900677320407e-01,-4.765775514097912446e-01
3.840437500000000000e+10,3.158524255469951636e-01,-1.184004016438222895e-01,-1.636236451020249283e-01,1.393863145818409650e-02,-3.487408807469911248e-02,3.205567541964063349e-02,1.483416150761014407e-01,-4.762045936679291103e-01
3.865375000000000000e+10,3.044086672228596413e-01,-1.210378220635072444e-01,-1.564739155664836567e-01,3.238512589530604530e-02,-3.568078234858536313e-02,3.562090677305525949e-02,1.303293094798335938e-01,-4.744030181533024360e-01
3.890312500000000000e+10,2.938339852416649300e-01,-1.195650271577289731e-01,-1.477800688836682919e-01,4.995518875103463485e-02,-3.580891030465765956e-02,4.000691144378826225e-02,1.123106935816519381e-01,-4.711118912906357425e-01
3.915250000000000000e+10,2.856020554976286263e-01,-1.146017717374269856e-01,-1.373175304654836171e-01,6.651447053166932577e-02,-3.496540430467730970e-02,4.499269799524389241e-02,9.449194285732039067e-02,-4.663090551356118274e-01
3.940187500000000000e+10,2.808434481047235587e-01,-1.073092610373028444e-01,-1.249611825707762913e-01,8.173298560738957719e-02,-3.294931932892839616e-02,5.025652256353842218e-02,7.708122662309621620e-02,-4.600119694678236337e-01
3.965125000000000000e+10,2.801343236476433463e-01,-9.920255700226811302e-02,-1.107751060705442769e-01,9.517143817720821741e-02,-2.968960727537469160e-02,5.541993917469939523e-02,6.027964689710956642e-02,-4.522747122843429612e-01
3.990062500000000000e+10,2.833957036661173268e-01,-9.187440590544355967e-02,-9.504231600081369802e-02,1.064025213147873627e-01,-2.525838635971174723e-02,6.010756551235652001e-02,4.427552209375412023e-02,-4.431827940333562532e-01
4.015000000000000000e+10,2.899403843866262265e-01,-8.670383178035258320e-02,-7.822285720061714076e-02,1.151265063004708461e-01,-1.985328844304745655e-02,6.400659176104768477e-02,2.924236105148518908e-02,-4.328485890804777969e-01
4.039937500000000000e+10,2.986511212518588865e-01,-8.463322283821761438e-02,-6.085772478152066262e-02,1.212403918481301524e-01,-1.375398171638721537e-02,6.690872857986308875e-02,1.533870743080271125e-02,-4.214098396253747048e-01
4.064875000000000000e+10,3.082268659154032697e-01,-8.606860213587341768e-02,-4.345752338348091159e-02,1.248407069803068314e-01,-7.267458100669125891e-03,6.872426016592526887e-02,2.706606321128204179e-03,-4.090318485420855743e-01
4.089812500000000000e+10,3.174196436927789189e-01,-9.090725902292563776e-02,-2.641571345258521969e-02,1.261687131490795699e-01,-6.789149651583170630e-04,6.946892156126115159e-02,-8.534517150344977932e-03,-3.959115763330505744e-01
4.114750000000000000e+10,3.252053936134510770e-01,-9.865458989575817683e-02,-9.969282796584639714e-03,1.255261092603763007e-01,5.779981260776154151e-03,6.923322611544104055e-02,-1.830036948325131779e-02,-3.822796902210725545e-01
4.139687500000000000e+10,3.308689734655078096e-01,-1.085761324123941246e-01,5.791963708151380216e-03,1.231919623437753158e-01,1.194194086057414304e-02,6.814713705510222486e-02,-2.655961998605783914e-02,-3.683950819285057854e-01
4.164625000000000000e+10,3.340149563191261439e-01,-1.198396573696994261e-01,2.088093266403077963e-02,1.193621134427796382e-01,1.769782631224124311e-02,6.635104876399917917e-02,-3.335128426103220467e-02,-3.545269383621647563e-01
4.189562500000000000e+10,3.345312847301639692e-01,-1.316226117372734927e-01,3.535151053132155191e-02,1.141198881175528451e-01,2.298151128003958141e-02,6.397915444779810057e-02,-3.879146031897041241e-02,-3.409248607542719189e-01
4.214500000000000000e+10,3.325335641826241972e-01,-1.431798138281667743e-01,4.923519089518786640e-02,1.074377180108295887e-01,2.775488525624884850e-02,6.115546335570014314e-02,-4.306112804445908632e-02,-3.277871824759071018e-01
4.239437500000000000e+10,3.283101306386694840e-01,-1.538791623104656392e-01,6.248719447551028677e-02,9.920456585252268589e-02,3.199970609535921634e-02,5.799770471759973373e-02,-4.637866266263593329e-02,-3.152428075981084654e-01
4.264375000000000000e+10,3.222777768467501303e-01,-1.632186211229574579e-01,7.494932478663419995e-02,8.927241714853909049e-02,3.571829117019916650e-02,5.462183020323438387e-02,-4.897393582531887196e-02,-3.033523395507359277e-01
4.289312500000000000e+10,3.149485596305975910e-01,-1.708374070991365845e-01,8.633427997077074145e-02,7.751471204590951181e-02,3.894001738052998290e-02,5.114074910613652936e-02,-5.107805416271279236e-02,-2.921147001519789344e-01
4.314250000000000000e+10,3.069011868049404401e-01,-1.765298300469159420e-01,9.623463767144346814e-02,6.388909764679942538e-02,4.172745358558127560e-02,4.765454052829895537e-02,-5.292018710593796721e-02,-2.814582992390901039e-01
4.339187500000000000e+10,2.987472715257520894e-01,-1.802631638554396121e-01,1.041582792117206474e-01,4.849555828755168496e-02,4.417554982249175671e-02,4.423387718612747238e-02,-5.470344458024859607e-02,-2.712165866813648352e-01
4.364125000000000000e+10,2.910841896021592601e-01,-1.821931557760193554e-01,1.095892495001052902e-01,3.161898965858728899e-02,4.639939521732062283e-02,4.090238603462596073e-02,-5.654322232450029184e-02,-2.611200559063462934e-01
4.389062500000000000e+10,2.844326071949533352e-01,-1.826649817589010016e-01,1.120678460839734519e-01,1.374410641106259268e-02,4.851037603811466509e-02,3.762614966582715492e-02,-5.839124517552756605e-02,-2.508439430760335265e-01
4.414000000000000000e+10,2.791664510353408790e-01,-1.821867571806405905e-01,1.112765178834480700e-01,-4.467227576311250288e-03,5.058639500932254895e-02,3.431789342586664265e-02,-5.999995185400796432e-02,-2.401167670720561753e-01
4.438937500000000000e+10,2.754522498975403022e-01,-1.813691716379440821e-01,1.071118507662338348e-01,-2.223854508245636658e-02,5.264650323109294761e-02,3.085838376497180430e-02,-6.097089288967641463e-02,-2.288451172034878800e-01
4.463875000000000000e+10,2.732180451877216920e-01,-1.808372050214854254e-01,9.972213058758754023e-02,-3.877135280843490434e-02,5.464028783077074652e-02,2.712987932219567203e-02,-6.088244244491641116e-02,-2.171877115009628878e-01
4.488812500000000000e+10,2.721658518620791445e-01,-1.811327459051850497e-01,8.949790504329654950e-02,-5.334616635245573169e-02,5.645670125518706395e-02,2.305067560290443088e-02,-5.944421348053336579e-02,-2.055344889056221758e-01
4.513750000000000000e+10,2.718275498221671693e-01,-1.826329835021460735e-01,7.701789914762217915e-02,-6.540591994253837360e-02,5.794897806810526270e-02,1.859958464782723517e-02,-5.661059980352457777e-02,-1.943945995593860665e-01
4.538687500000000000e+10,2.716491098568743490e-01,-1.855045885970080244e-01,6.296760775645517116e-02,-7.460209880329689291e-02,5.896671793385228899e-02,1.382426297400220563e-02,-5.260658355897569055e-02,-1.842384786229168125e-01
4.563625000000000000e+10,2.710801680052059015e-01,-1.897005195904792330e-01,4.805501952888271283e-02,-8.079843297836034055e-02,5.938565670129358764e-02,8.833945416653363886e-03,-4.785744600392666942e-02,-1.753556879237155308e-01
4.588562500000000000e+10,2.696484025202700030e-01,-1.949922758484220475e-01,3.294412173438868163e-02,-8.404174673173071819e-02,5.912900794349423839e-02,3.781600021743492402e-03,-4.285150471202270328e-02,-1.677810445312952203e-01
4.613500000000000000e+10,2.670077604417263051e-01,-2.010223940504795859e-01,1.821559011570523731e-02,-8.451745542163537073e-02,5.817856216284363058e-02,-1.158531441316040756e-03,-3.798917442255746874e-02,-1.613136843620840144e-01
4.638437500000000000e+10,2.629600443239483720e-01,-2.073619042814986435e-01,4.352200020883193257e-03,-8.250617203717476589e-02,5.657665468573329359e-02,-5.813505544706567239e-03,-3.347500125376303565e-02,-1.556174214040932091e-01
4.663375000000000000e+10,2.574559114737767218e-01,-2.135626535068287091e-01,-8.260636744420381261e-03,-7.835088308877098673e-02,5.442112329679998917e-02,-1.003189664067395681e-02,-2.929020710892521820e-02,-1.503598475825142500e-01
4.688312500000000000e+10,2.505827557288874408e-01,-2.192006139806833842e-01,-1.932973873766845666e-02,-7.243603499199237350e-02,5.185515483026652966e-02,-1.370068570224694526e-02,-2.524965042188872383e-02,-1.453353480503576933e-01
4.713250000000000000e+10,2.425448529771796202e-01,-2.239104355862328311e-01,-2.865150731233789480e-02,-6.517430127580732535e-02,4.905323296968107372e-02,-1.675857070699504278e-02,-2.111454140283677491e-02,-1.405282443395422798e-01
4.738187500000000000e+10,2.336381403659062994e-01,-2.274126337816925192e-01,-3.611401439482482545e-02,-5.699494538675647926e-02,4.620363510060034040e-02,-1.920550557981283088e-02,-1.671486387994998782e-02,-1.360992770916271133e-01
4.763125000000000000e+10,2.242201032086000301e-01,-2.295337657498346673e-01,-4.170213762609339264e-02,-4.832867809112087465e-02,4.348741054441293552e-02,-2.110763804075062658e-02,-1.203787443936010781e-02,-1.323078069051037975e-01
4.788062500000000000e+10,2.146751993384879709e-01,-2.302183785040239905e-01,-4.550176623774144363e-02,-3.958617446030614218e-02,4.105407008828302479e-02,-2.259565776683052779e-02,-7.256208504609343128e-03,-1.294019999795052445e-01
4.813000000000000000e+10,2.053775172262436444e-01,-2.295308042546676253e-01,-4.769810695867280487e-02,-3.112997121724049923e-02,3.899579673138638125e-02,-2.385365149903649964e-02,-2.691842504519851957e-03,-1.275152658033122111e-01
4.837937500000000000e+10,1.966537785140288486e-01,-2.276454845042049646e-01,-4.856302388499724593e-02,-2.324221819892914945e-02,3.732454654886978307e-02,-2.509605491124474591e-02,1.267712562163950639e-03,-1.266005718320112605e-01
4.862875000000000000e+10,1.887504256061099672e-01,-2.248259264018581116e-01,-4.842744506663190784e-02,-1.609384617770580339e-02,3.595864906052918808e-02,-2.653291621168078068e-02,4.272300237545875040e-03,-1.264192870613956021e-01
4.887812500000000000e+10,1.818082319706931238e-01,-2.213937287112362762e-01,-4.763790324356721728e-02,-9.723582600724433450e-03,3.472577171086611847e-02,-2.832797108378619713e-02,6.100151506089612763e-03,-1.265834164057167144e-01
4.912750000000000000e+10,1.758472664056588974e-01,-2.176898017083340187e-01,-4.650146413887405045e-02,-4.036390998202186650e-03,3.338638885372416376e-02,-3.055832073286452941e-02,6.713218941501027277e-03,-1.266350483244101655e-01
4.937687500000000000e+10,1.707649498229352192e-01,-2.140302830023934622e-01,-4.522947013652040688e-02,1.171418795523222842e-03,3.167654274005336085e-02,-3.318676826652903339e-02,6.265938939733203122e-03,-1.261387212128655400e-01
4.962625000000000000e+10,1.663504036988222023e-01,-2.106608426845091586e-01,-4.389511174875310867e-02,6.159712980122633574e-03,2.936230236469599200e-02,-3.605665123418820561e-02,5.070412592232003725e-03,-1.247625297037450315e-01
4.987562500000000000e+10,1.623179246234490447e-01,-2.077159035624457362e-01,-4.241978207675392576e-02,1.117345238731416723e-02,2.629315722123721014e-02,-3.891402287961012035e-02,3.531453334451241377e-03,-1.223303809420830807e-01
5.012500000000000000e+10,1.583591223603354747e-01,-2.051927823838925746e-01,-4.059663456554388206e-02,1.637052801867651397e-02,2.243983490969038430e-02,-4.145433338141139845e-02,2.069974313868629037e-03,-1.188375068848198657e-01
5.037437500000000000e+10,1.542063844628054348e-01,-2.029517050000820000e-01,-3.814794985868624061e-02,2.176935176250030524e-02,1.790515452571796520e-02,-4.338272381310813441e-02,1.052929806336884173e-03,-1.144310441601494033e-01
5.062375000000000000e+10,1.496926498244601778e-01,-2.007478070636084522e-01,-3.480067446426199362e-02,2.723180285384338775e-02,1.290425327868280000e-02,-4.447192672161600496e-02,7.436573845915782008e-04,-1.093651556754030724e-01
5.087312500000000000e+10,1.447892771304886694e-01,-1.982907495571840650e-01,-3.035824588227741330e-02,3.248475780833468690e-02,7.720194660644284605e-03,-4.460227096131796215e-02,1.279480735188321620e-03,-1.039444619374454842e-01
5.112250000000000000e+10,1.396088315452169437e-01,-1.953163210666264971e-01,-2.475021124793957278e-02,3.717011205152827985e-02,2.648372277620941826e-03,-4.377460358306631272e-02,2.675759147262131953e-03,-9.846970314855113537e-02
5.137187500000000000e+10,1.343714130541290852e-01,-1.916488743652592641e-01,-1.805187775775925901e-02,4.090602696506789870e-02,-2.054993906335706323e-03,-4.209608089795164459e-02,4.849530078782670825e-03,-9.319589403843860087e-02
5.162125000000000000e+10,1.293457097330345529e-01,-1.872367874389557207e-01,-1.047751723104805958e-02,4.334392142800463921e-02,-6.208695156206260786e-03,-3.974640592248066678e-02,7.653250768555990881e-03,-8.830755401880205357e-02
5.187062500000000000e+10,1.247832980118103174e-01,-1.821530407551782138e-01,-2.356374704542800458e-03,4.421328299077297019e-02,-9.721604285436603182e-03,-3.693543935837502457e-02,1.091004557945004713e-02,-8.391038629353710088e-02
5.212000000000000000e+10,1.208647349812358024e-01,-1.765642208545593062e-01,5.900395444715038351e-03,4.335363120053927627e-02,-1.258772362609442315e-02,-3.386238171571712835e-02,1.444483584255107020e-02,-8.003580411272814832e-02
5.236937500000000000e+10,1.176704941024973999e-01,-1.706795616669138649e-01,1.383834416924921255e-02,4.073565217282887341e-02,-1.486549638795882193e-02,-3.068398626530307802e-02,1.810879448611032658e-02,-7.665417826242092170e-02
5.261875000000000000e+10,1.151818710083407638e-01,-1.646955200137067143e-01,2.100368771886597374e-02,3.647152407205576929e-02,-1.664722965324338597e-02,-2.749641385134062727e-02,2.179643549102422417e-02,-7.369360178507623760e-02
5.286812500000000000e+10,1.133089197869089210e-01,-1.587511677093964568e-01,2.699161994388575569e-02,3.081096807878303673e-02,-1.802516871016499392e-02,-2.433295569485154075e-02,2.545514748579973466e-02,-7.106203544141696804e-02
5.311750000000000000e+10,1.119356260510473849e-01,-1.529060115598991354e-01,3.149367011693509494e-02,2.411855339204123372e-02,-1.906114929507959563e-02,-2.117747605018183155e-02,2.908675582070826757e-02,-6.867110046671674739e-02
5.336687500000000000e+10,1.109681385718411240e-01,-1.471453543811036269e-01,3.433432398601604651e-02,1.683140163563559902e-02,-1.976647569625085421e-02,-1.799063721218296941e-02,3.274055330860822094e-02,-6.645948322809490383e-02
5.361625000000000000e+10,1.103772989561604134e-01,-1.414061809158406180e-01,3.560355415744816815e-02,9.371714032388478791e-03,-2.013403894187994897e-02,-1.475344870341740305e-02,3.658515173285575850e-02,-6.431914665774499107e-02
5.386562500000000000e+10,1.101907040624163087e-01,-1.356295176058333052e-01,3.529118158153904394e-02,2.160769054223188324e-03,-2.004235021373494685e-02,-1.146103199124963445e-02,4.063490066712253240e-02,-6.238569376345447226e-02
5.411500000000000000e+10,1.104999326526128339e-01,-1.298052257838581969e-01,3.345403121890476450e-02,-4.424321791644003111e-03,-1.933843669849831179e-02,-8.178911786620352703e-03,4.484306052372751678e-02,-6.089890146629127476e-02
5.436437500000000000e+10,1.114425667423766253e-01,-1.239963175324056005e-01,3.052317650941040184e-02,-1.016064163653365368e-02,-1.798902548923538361e-02,-5.085525406658956971e-03,4.931695144417266863e-02,-5.991698083152622450e-02
5.461375000000000000e+10,1.131157412768489245e-01,-1.183543644952650548e-01,2.678885542984190543e-02,-1.492270935564170634e-02,-1.598645634453220096e-02,-2.396866809916090892e-03,5.396455778000671527e-02,-5.964505302853241597e-02
5.486312500000000000e+10,1.155429465584897897e-01,-1.130952613822132774e-01,2.252405632278647873e-02,-1.867047624805925204e-02,-1.342516241436025361e-02,-3.518334738019791678e-04,5.857620416340013347e-02,-6.026926609915601168e-02
5.511250000000000000e+10,1.186428726187642307e-01,-1.084545415376242938e-01,1.796658255359698600e-02,-2.142790255295646401e-02,-1.051433726957360336e-02,8.420129166442971973e-04,6.282695683576619561e-02,-6.189322033862632716e-02
5.536187500000000000e+10,1.222258485011375184e-01,-1.046303464893513502e-01,1.331067594748117262e-02,-2.326293297571075877e-02,-7.560349605280400516e-03,1.067861858549223062e-03,6.631464589558923317e-02,-6.447315406060208365e-02
5.561125000000000000e+10,1.260213844565734875e-01,-1.017308167849532569e-01,8.703774918132099053e-03,-2.426989009315740076e-02,-4.917482247440668579e-03,3.464344322790331634e-04,6.863462682871959708e-02,-6.777356032536296926e-02
5.586062500000000000e+10,1.297301415811513425e-01,-9.974247136084311849e-02,4.246931636043655908e-03,-2.455280562242940362e-02,-2.916787571425971323e-03,-1.147154121473372649e-03,6.947810907741723552e-02,-7.136467758362771696e-02
5.611000000000000000e+10,1.330851798287623344e-01,-9.852966553386699466e-02,1.336108112139251791e-07,-2.420940562054736678e-02,-1.792281499205614081e-03,-3.105802719875972590e-03,6.872835496899280805e-02,-7.467331757135715897e-02
5.635937500000000000e+10,1.359043849614409993e-01,-9.786483876527515835e-02,-4.006301706248813210e-03,-2.331814180262125821e-02,-1.626568728805504556e-03,-5.148771979290845367e-03,6.652470165863835772e-02,-7.708169559794902925e-02
5.660875000000000000e+10,1.381197489017816638e-01,-9.747937192284546193e-02,-7.755583732719958413e-03,-2.193194778579349996e-02,-2.332564657118370646e-03,-6.900499649218826310e-03,6.327116764034114438e-02,-7.805194723527907052e-02
5.685812500000000000e+10,1.397776935423198641e-01,-9.711943901999306461e-02,-1.122764432455902565e-02,-2.008120586693838000e-02,-3.676480942787357931e-03,-8.067922781077605313e-03,5.958231206827240001e-02,-7.724400421344290724e-02
5.710750000000000000e+10,1.410139835169096079e-01,-9.659184773196577423e-02,-1.438707196333012008e-02,-1.778556705886254544e-02,-5.334621899902132307e-03,-8.495805025053541210e-03,5.617775889497931413e-02,-7.459561176900522672e-02
5.735687500000000000e+10,1.420132881523212265e-01,-9.579023463362784652e-02,-1.718066678098204014e-02,-1.507109750835011926e-02,-6.967776009008263063e-03,-8.187429953570848559e-03,5.375106843078863300e-02,-7.034456566814044354e-02
5.760625000000000000e+10,1.429654311519460985e-01,-9.469906814902233350e-02,-1.954746611366850462e-02,-1.198644375245214513e-02,-8.294417757908090563e-03,-7.288112934493574772e-03,5.284382082663128394e-02,-6.498956905931613237e-02
5.785562500000000000e+10,1.440284830365986812e-01,-9.337881127178873641e-02,-2.144052341800955011e-02,-8.609552411297191968e-03,-9.146378308974797283e-03,-6.037328835316701017e-03,5.375166423637978141e-02,-5.920129109758508895e-02
5.810500000000000000e+10,1.453050890645628257e-01,-9.193896651593183589e-02,-2.285394904108351347e-02,-5.035780091200412791e-03,-9.495019594982960845e-03,-4.700567879855373568e-03,5.647868664126390326e-02,-5.370494558141337277e-02
5.835437500000000000e+10,1.468344916944113732e-01,-9.050689186837353184e-02,-2.384057491253598060e-02,-1.341678280850975083e-03,-9.440363040683590404e-03,-3.496003032766836684e-03,6.074397071168583656e-02,-4.915816756068457083e-02
5.860375000000000000e+10,1.485990340742428528e-01,-8.920012598864053566e-02,-2.449848767660916735e-02,2.469506240444088035e-03,-9.161713179057000278e-03,-2.535684950341351475e-03,6.603425502617270293e-02,-4.604357742469072923e-02
5.885312500000000000e+10,1.505401024970501600e-01,-8.810836843010755315e-02,-2.490816572245266661e-02,6.513895180106718183e-03,-8.840100190381455433e-03,-1.804170767017833701e-03,7.169352083668568965e-02,-4.458831238429931260e-02
5.910250000000000000e+10,1.525754467370246670e-01,-8.728676876839129573e-02,-2.502691116421824902e-02,1.101982161038075371e-02,-8.580487084422412994e-03,-1.191009359188775979e-03,7.704296897468658478e-02,-4.472115063585321848e-02
5.935187500000000000e+10,1.546115219810487162e-01,-8.675536545798935573e-02,-2.458947382582863522e-02,1.623118121468873978e-02,-8.373937567430189341e-03,-5.696274588201717020e-04,8.152186624881156696e-02,-4.608553529062802551e-02
5.960125000000000000e+10,1.565528495287150379e-01,-8.649706391164449504e-02,-2.309154870376559435e-02,2.223457001396964006e-02,-8.127579643703116211e-03,1.184668605336826287e-04,8.481911617533542669e-02,-4.813024345569003742e-02
5.985062500000000000e+10,1.583169221091735024e-01,-8.645489014559420982e-02,-1.990720825050101492e-02,2.878900730104223468e-02,-7.747757781666340243e-03,8.298934976304691170e-04,8.693880066212725244e-02,-5.027423094015819743e-02
6.010000000000000000e+10,1.598557200822866287e-01,-8.654002840204375047e-02,-1.451359537104489859e-02,3.526130681438885417e-02,-7.218050138995187916e-03,1.461918992001997025e-03,8.814860147633749032e-02,-5.208906280392834598e-02
6.034937500000000000e+10,1.611693465375474144e-01,-8.665734840369489211e-02,-6.723320141255553772e-03,4.072106181685405252e-02,-6.613262988144425619e-03,1.938445341725005943e-03,8.881881145015531331e-02,-5.340692355001299546e-02
6.059875000000000000e+10,1.622962330400389841e-01,-8.673563788150136233e-02,3.183419921772800282e-03,4.416123130050390866e-02,-6.041215883846643396e-03,2.271889954813287489e-03,8.923391517870515877e-02,-5.429179388252475258e-02
6.084812500000000000e+10,1.632839911402124422e-01,-8.673999167742704741e-02,1.447768404185708485e-02,4.475010530882659460e-02,-5.560541293289108719e-03,2.556072938605117618e-03,8.948246567990592037e-02,-5.489394874872502439e-02
