freq_Hz,Sdd11_re,Sdd11_im,Sdd21_re,Sdd21_im,Sdc11_re,Sdc11_im,Scc11_re,Scc11_im
9.202000000000000000e+10,7.473879357889399999e-02,-9.513228436952059219e-02,1.788148312585212396e-02,3.929770921543298406e-02,1.359673400045567637e-02,2.681046656845896548e-03,5.452940961165501227e-02,-7.319985429601956473e-02
9.226937500000000000e+10,7.515552760200067128e-02,-9.446321589475208114e-02,2.836795660821803469e-02,3.423144125506503294e-02,1.379399178129725283e-02,1.303839430098183844e-03,5.583639483968935724e-02,-7.211244398476783501e-02
9.251875000000000000e+10,7.579858284366267074e-02,-9.363897316565737705e-02,3.716640853920918919e-02,2.642949817114449013e-02,1.375460895555272178e-02,-7.667091085562904970e-05,5.719565528153468248e-02,-7.120822599488604854e-02
9.276812500000000000e+10,7.667922434992864578e-02,-9.277992274797908223e-02,4.360428742847102801e-02,1.648356466678281909e-02,1.350032598236088240e-02,-1.413029540387149632e-03,5.857582955155072463e-02,-7.048482406930794975e-02
9.301750000000000000e+10,7.775114878858431500e-02,-9.198272137906463031e-02,4.721152130602471186e-02,5.132143020778129686e-03,1.305913663565395379e-02,-2.678369927558994779e-03,5.995559600617286766e-02,-6.993278881936909608e-02
9.326687500000000000e+10,7.893323025098419876e-02,-9.129537913969303087e-02,4.774509820002285215e-02,-6.804033349950611154e-03,1.245101946837048716e-02,-3.863304769331292812e-03,6.132508025875809538e-02,-6.954519664841082860e-02
9.351625000000000000e+10,8.014154895533548428e-02,-9.070815338944034079e-02,4.519546959714311474e-02,-1.848786697229299475e-02,1.167835707581477318e-02,-4.964187078334501325e-03,6.267996628934317804e-02,-6.932682526922992472e-02
9.376562500000000000e+10,8.132094521548473287e-02,-9.016264297553455709e-02,3.977570931512320468e-02,-2.912916028035125726e-02,1.072576798482203358e-02,-5.967011160300823326e-03,6.400947300455846201e-02,-6.929785943477417831e-02
9.401500000000000000e+10,8.246665316619923580e-02,-8.957587635626515499e-02,3.189449458976492680e-02,-3.804142283545842995e-02,9.570678803086183489e-03,-6.833505409488651455e-03,6.528263681962591380e-02,-6.948852813677858231e-02
9.426437500000000000e+10,8.362987657273489306e-02,-8.887171151178802075e-02,2.211478378102415057e-02,-4.468793646732715369e-02,8.201719689596922644e-03,-7.495733861573136703e-03,6.643913584177518761e-02,-6.992450455860328706e-02
9.451375000000000000e+10,8.490633230027229417e-02,-8.801000492155520993e-02,1.110179148110856592e-02,-4.871282364634391820e-02,6.638695517520497823e-03,-7.862713868257228608e-03,6.739014211673659271e-02,-7.060694578107676311e-02
9.476312500000000000e+10,8.641195468179403705e-02,-8.700532329543242405e-02,-4.341343316011302090e-04,-4.995417872341650911e-02,4.946892771764647458e-03,-7.838275018584315093e-03,6.803149397304250612e-02,-7.149392096403377195e-02
9.501250000000000000e+10,8.825331355112991938e-02,-8.593078726514234711e-02,-1.179297957656092778e-02,-4.843895052494760073e-02,3.240212544431832209e-03,-7.345391461474439984e-03,6.826709952745821375e-02,-7.249036888795777622e-02
9.526187500000000000e+10,9.050087766476658246e-02,-8.490733853674628517e-02,-2.233265501594159513e-02,-4.436233714678761847e-02,1.671249390901102588e-03,-6.350070772651098677e-03,6.803669138305562525e-02,-7.345146441630527601e-02
9.551125000000000000e+10,9.317129878497794337e-02,-8.408255696543603941e-02,-3.150465071159683911e-02,-3.805674550187736205e-02,4.104198089102924565e-04,-4.878197600154060044e-03,6.734025915743967194e-02,-7.420031725211127804e-02
9.576062500000000000e+10,9.622157861478788932e-02,-8.360503274215090597e-02,-3.887660893226624337e-02,-2.995605906783448819e-02,-3.808638979830641577e-04,-3.021038960663109153e-03,6.625214676995598573e-02,-7.455677894784995541e-02
9.601000000000000000e+10,9.955470600285488969e-02,-8.360013553772152606e-02,-4.414321703275375652e-02,-2.056003830094816492e-02,-5.769033386211155521e-04,-9.282931845614946246e-04,6.492042370204335888e-02,-7.437110601854961256e-02
9.625937500000000000e+10,1.030340692439136868e-01,-8.415149184409487226e-02,-4.712823331341924743e-02,-1.040181043371331271e-02,-1.088691438968761489e-04,1.209523637652546975e-03,6.355072589945585937e-02,-7.355499200395838877e-02
9.650875000000000000e+10,1.065029246124396256e-01,-8.529048124305271816e-02,-4.778058915263728307e-02,-1.945920054985937099e-05,1.023316526508988994e-03,3.185592405589639242e-03,6.237731022488581661e-02,-7.210306527836278512e-02
9.675812500000000000e+10,1.098051823193096771e-01,-8.699426085231412586e-02,-4.616671807930761151e-02,1.006864060419902437e-02,2.749976236008221976e-03,4.803578924331158677e-03,6.162684935231949046e-02,-7.009998106651994798e-02
9.700750000000000000e+10,1.128043178784639694e-01,-8.919150185858011615e-02,-4.246011556023190220e-02,1.938561705222965545e-02,4.941144153916277905e-03,5.902126859764720949e-03,6.148208297175582898e-02,-6.771120250567774779e-02
9.725687500000000000e+10,1.153979864480696171e-01,-9.177414915569159781e-02,-3.692815081556084789e-02,2.751565340084464670e-02,7.424416624683809543e-03,6.373220420317048281e-03,6.205261039358775377e-02,-6.515892500884506999e-02
9.750625000000000000e+10,1.175267599805874391e-01,-9.461296577500930005e-02,-2.991566487687384590e-02,3.412122474683217110e-02,1.000785599563818427e-02,6.171799925378456536e-03,6.335878212137423249e-02,-6.268776572510745271e-02
9.775562500000000000e+10,1.191763118342354377e-01,-9.757432411212649259e-02,-2.182500522788774489e-02,3.895715907016471941e-02,1.250390616440044157e-02,5.315592623201827009e-03,6.533195342954392637e-02,-6.052716154250900593e-02
9.800500000000000000e+10,1.203733461882446620e-01,-1.005356894623518904e-01,-1.309276864120816758e-02,4.188014324847622039e-02,1.475024174752001364e-02,3.875897947125448925e-03,6.783075781531199000e-02,-5.885825523069152659e-02
9.825437500000000000e+10,1.211765286126904317e-01,-1.033975933243054951e-01,-4.164392221908222100e-03,4.285227279277849244e-02,1.662422417788175441e-02,1.961749521815580374e-03,7.066936978727937635e-02,-5.779200210632728235e-02
9.850375000000000000e+10,1.216644343796599720e-01,-1.060906417285712028e-01,4.531489322245241431e-03,4.193776789593470222e-02,1.804912148044210754e-02,-2.989362205325915632e-04,7.365099137788017059e-02,-5.736241239086042887e-02
9.875312500000000000e+10,1.219228816531649218e-01,-1.085771341021234543e-01,1.260661620612283165e-02,3.929289367531101779e-02,1.899214720730656170e-02,-2.777287418517169083e-03,7.659888807643322473e-02,-5.753499620009561166e-02
9.900250000000000000e+10,1.220338409480662412e-01,-1.108479325751609151e-01,1.973245805712241230e-02,3.515012990386345154e-02,1.945616634606804271e-02,-5.357205282121186088e-03,7.937851811396839929e-02,-5.822677033953033154e-02
9.925187500000000000e+10,1.220674680961900127e-01,-1.129160344326837345e-01,2.565384219409289068e-02,2.979841516036721774e-02,1.946807652654186649e-02,-7.943058719180755983e-03,8.190718663754602280e-02,-5.933176296221951557e-02
9.950125000000000000e+10,1.220779124067230270e-01,-1.148086661701621519e-01,3.019624295554443685e-02,2.356163492234146853e-02,1.906710415111735960e-02,-1.046124114063840503e-02,8.415118272542279620e-02,-6.074544879947769288e-02
9.975062500000000000e+10,1.221026814494260843e-01,-1.165596085660776382e-01,3.326698894514136529e-02,1.677740793197124783e-02,1.829560596888734486e-02,-1.285696069953963343e-02,8.611337864762380612e-02,-6.238286609491909551e-02
1.000000000000000000e+11,1.221647180004867966e-01,-1.182030050269431698e-01,3.485127608532632287e-02,9.777782999303166744e-03,1.719377347578297799e-02,-1.508847211828382578e-02,8.781599348703424124e-02,-6.418761489613612758e-02
